ten_cong_viec,ten_cong_ty,muc_luong,dia_chi,ngay_dang,nganh_nghe,quy_mo_cong_ty,quoc_tich_cong_ty,nam_kinh_nghiem,cap_bac,loai_hinh,loai_hop_dong,cong_nghe_su_dung,quy_trinh_phong_van,url
['[DI6] SENIOR DATA ENGINEER – MSB - 1Y565'],['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['30.000.000 VND to 50.000.000 VND'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 2 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['Data Engineer', 'Spark', 'Data Warehouse']",[],https://topdev.vn/viec-lam/di6-senior-data-engineer-msb-1y565-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034029?src=topdev_search&medium=searchresult
"['Senior Data Scientist, Modeling']",['One Mount Group'],['Thương lượng'],"['Tower 2 Times City, 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Dịch vụ doanh nghiệp'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Python', 'Computer Science', 'Data Science']",[],https://topdev.vn/viec-lam/senior-data-scientist-modeling-one-mount-group-2034171?src=topdev_search&medium=searchresult
['Game Product Owner'],"[""TopDev's Client""]",['Lên tới 1.500 USD'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Unity', 'Game', 'Product Owner']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/game-product-owner-topdev-s-client-2034178?src=topdev_search&medium=searchresult
"['Project Leader/ Team Leader (BrSE, Japanese)']",['NEC Vietnam'],['Thương lượng'],"['Lầu 9, Etown 3, 364 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Software'],['100-499 Nhân viên'],['Japan'],['Từ 5 năm'],"['Trưởng phòng, Trưởng Nhóm, Senior']",['Hybrid'],['Fulltime'],"['Japanese - N3', 'Japanese', 'BrSE', 'BSE Leader', 'Project Leader']",['Vòng 1: Interview with Hiring Managers'],https://topdev.vn/viec-lam/project-leader-team-leader-brse-japanese-nec-vietnam-2034295?src=topdev_search&medium=searchresult
['Senior Data Engineer'],['One Mount Group'],['1.000 USD to 2.000 USD'],"['Tower 2 Times City, 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Dịch vụ doanh nghiệp'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['MySQL', 'Python', 'Data Engineer']",[],https://topdev.vn/viec-lam/senior-data-engineer-one-mount-group-2034292?src=topdev_search&medium=searchresult
['Chuyên viên Quản trị hệ thống – Mã vị trí CNTT04 (số lượng 02)'],['Trung tâm Công nghệ thông tin BIDV'],['Thương lượng'],"['07 Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Linux', 'Oracle', 'System Admin']",[],https://topdev.vn/viec-lam/chuyen-vien-quan-tri-he-thong-ma-vi-tri-cntt04-so-luong-02-trung-tam-cong-nghe-thong-tin-bidv-2034312?src=topdev_search&medium=searchresult
['[Khối Ngân hàng số] QA/QC Data'],['Ngân hàng TMCP An Bình (ABBANK)'],['Thương lượng'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['QA', 'QC', 'SQL Server', 'QA/QC', 'Data Warehouse']",[],https://topdev.vn/viec-lam/khoi-ngan-hang-so-qa-qc-data-ngan-hang-tmcp-an-binh-abbank-2034263?src=topdev_search&medium=searchresult
"['Middle Front-End Developer (TypeScript, ReactJS, Web App Mobile, Java is plus)']",['Atech'],['Thương lượng'],"['115 Võ Văn Tần, phường Võ Thị Sáu, Quận 3, TPHCM, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Gia công phần mềm'],['10-24 Nhân viên'],['Malaysia'],['Từ 2 năm'],['Middle'],['Remote'],['Fulltime'],"['Web/ Mobile', 'ReactJS', 'TypeScript']","['Vòng 1: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 2: Deal lương']",https://topdev.vn/viec-lam/middle-front-end-developer-typescript-reactjs-web-app-mobile-java-is-plus-atech-2034310?src=topdev_search&medium=searchresult
['Senior Backend Developer (NodeJS)'],['Floware'],['Thương lượng'],"['43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Phần Mềm'],['25-99 Nhân viên'],['United States'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['NodeJS', 'Back-End', 'Restful Api']","['Vòng 1: Phỏng vấn với Technical Team', 'Vòng 2: Phỏng vấn với Technical Director', 'Vòng 3: Phỏng vấn với HR']",https://topdev.vn/viec-lam/senior-backend-developer-nodejs-floware-2034294?src=topdev_search&medium=searchresult
"['Middle Full-Stack Developer (PHP, JavaScript, CSS, HTML)']",['Atech'],['Thương lượng'],"['115 Võ Văn Tần, phường Võ Thị Sáu, Quận 3, TPHCM, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Gia công phần mềm'],['10-24 Nhân viên'],['Malaysia'],['Từ 2 năm'],['Middle'],['Remote'],['Fulltime'],"['PHP', 'JavaScript', 'HTML & CSS']","['Vòng 1: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 2: Deal lương']",https://topdev.vn/viec-lam/middle-full-stack-developer-php-javascript-css-html-atech-2034311?src=topdev_search&medium=searchresult
['[DI6] SENIOR DATA ENGINEER – MSB - 1Y565'],['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['30.000.000 VND to 50.000.000 VND'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 2 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['Data Engineer', 'Spark', 'Data Warehouse']",[],https://topdev.vn/viec-lam/di6-senior-data-engineer-msb-1y565-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034029?src=topdev_search&medium=searchresult
"['Senior Data Scientist, Modeling']",['One Mount Group'],['Thương lượng'],"['Tower 2 Times City, 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Dịch vụ doanh nghiệp'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Python', 'Computer Science', 'Data Science']",[],https://topdev.vn/viec-lam/senior-data-scientist-modeling-one-mount-group-2034171?src=topdev_search&medium=searchresult
['Game Product Owner'],"[""TopDev's Client""]",['Lên tới 1.500 USD'],"['Tầng 12A, Toà nhà AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],"['Dịch vụ doanh nghiệp, Nhân sự, Triển Khai Phần Mềm']",['25-99 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Unity', 'Game', 'Product Owner']","['Vòng 1: Sàng lọc CV', 'Vòng 2: Phỏng vấn trực tiếp với Nhân Sự', 'Vòng 3: Phỏng vấn trực tiếp với Trưởng Bộ phận']",https://topdev.vn/viec-lam/game-product-owner-topdev-s-client-2034178?src=topdev_search&medium=searchresult
"['Project Leader/ Team Leader (BrSE, Japanese)']",['NEC Vietnam'],['Thương lượng'],"['Lầu 9, Etown 3, 364 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Software'],['100-499 Nhân viên'],['Japan'],['Từ 5 năm'],"['Trưởng phòng, Trưởng Nhóm, Senior']",['Hybrid'],['Fulltime'],"['Japanese - N3', 'Japanese', 'BrSE', 'BSE Leader', 'Project Leader']",['Vòng 1: Interview with Hiring Managers'],https://topdev.vn/viec-lam/project-leader-team-leader-brse-japanese-nec-vietnam-2034295?src=topdev_search&medium=searchresult
['Senior Data Engineer'],['One Mount Group'],['1.000 USD to 2.000 USD'],"['Tower 2 Times City, 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Dịch vụ doanh nghiệp'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['MySQL', 'Python', 'Data Engineer']",[],https://topdev.vn/viec-lam/senior-data-engineer-one-mount-group-2034292?src=topdev_search&medium=searchresult
['Chuyên viên Quản trị hệ thống – Mã vị trí CNTT04 (số lượng 02)'],['Trung tâm Công nghệ thông tin BIDV'],['Thương lượng'],"['07 Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Linux', 'Oracle', 'System Admin']",[],https://topdev.vn/viec-lam/chuyen-vien-quan-tri-he-thong-ma-vi-tri-cntt04-so-luong-02-trung-tam-cong-nghe-thong-tin-bidv-2034312?src=topdev_search&medium=searchresult
['[Khối Ngân hàng số] QA/QC Data'],['Ngân hàng TMCP An Bình (ABBANK)'],['Thương lượng'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['QA', 'QC', 'SQL Server', 'QA/QC', 'Data Warehouse']",[],https://topdev.vn/viec-lam/khoi-ngan-hang-so-qa-qc-data-ngan-hang-tmcp-an-binh-abbank-2034263?src=topdev_search&medium=searchresult
"['Middle Front-End Developer (TypeScript, ReactJS, Web App Mobile, Java is plus)']",['Atech'],['Thương lượng'],"['115 Võ Văn Tần, phường Võ Thị Sáu, Quận 3, TPHCM, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Gia công phần mềm'],['10-24 Nhân viên'],['Malaysia'],['Từ 2 năm'],['Middle'],['Remote'],['Fulltime'],"['Web/ Mobile', 'ReactJS', 'TypeScript']","['Vòng 1: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 2: Deal lương']",https://topdev.vn/viec-lam/middle-front-end-developer-typescript-reactjs-web-app-mobile-java-is-plus-atech-2034310?src=topdev_search&medium=searchresult
['Senior Backend Developer (NodeJS)'],['Floware'],['Thương lượng'],"['43 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Phần Mềm'],['25-99 Nhân viên'],['United States'],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['NodeJS', 'Back-End', 'Restful Api']","['Vòng 1: Phỏng vấn với Technical Team', 'Vòng 2: Phỏng vấn với Technical Director', 'Vòng 3: Phỏng vấn với HR']",https://topdev.vn/viec-lam/senior-backend-developer-nodejs-floware-2034294?src=topdev_search&medium=searchresult
"['Middle Full-Stack Developer (PHP, JavaScript, CSS, HTML)']",['Atech'],['Thương lượng'],"['115 Võ Văn Tần, phường Võ Thị Sáu, Quận 3, TPHCM, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh']",['Đăng 2 ngày trước'],['Gia công phần mềm'],['10-24 Nhân viên'],['Malaysia'],['Từ 2 năm'],['Middle'],['Remote'],['Fulltime'],"['PHP', 'JavaScript', 'HTML & CSS']","['Vòng 1: Phỏng vấn trực tiếp với Tech Lead', 'Vòng 2: Deal lương']",https://topdev.vn/viec-lam/middle-full-stack-developer-php-javascript-css-html-atech-2034311?src=topdev_search&medium=searchresult
['Manual Tester/QC (Middle - Senior level)'],['EMESOFT'],['Thương lượng'],"['596 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],['Software'],['25-99 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['SQL', 'Tester', 'API', 'Manual Tester']",[],https://topdev.vn/viec-lam/manual-tester-qc-middle-senior-level-emesoft-2034257?src=topdev_search&medium=searchresult
"['[DI6] Mobile Developer (IOS, Android) – 4C001']",['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['1.000 USD to 2.000 USD'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 3 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Android', 'iOS']",[],https://topdev.vn/viec-lam/di6-mobile-developer-ios-android-4c001-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034288?src=topdev_search&medium=searchresult
['[Khối Ngân hàng số] Solution Architect'],['Ngân hàng TMCP An Bình (ABBANK)'],['Thương lượng'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 3 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 7 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'Software Architect', 'Spring Boot', 'Solution Architect']",[],https://topdev.vn/viec-lam/khoi-ngan-hang-so-solution-architect-ngan-hang-tmcp-an-binh-abbank-2034281?src=topdev_search&medium=searchresult
['REACTJS/NODEJS- WEB- APPLICATION TRAINING PROGRAM (JWAT)'],"['CyberLogitec Vietnam Co., Ltd.']",['Thương lượng'],"['SCETPA Building, 19A Cộng Hòa, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],['Phần Mềm'],['500-999 Nhân viên'],['South-Korea'],['Không yêu cầu'],['Intern'],['In Office'],['Fulltime'],"['SQL', 'NodeJS', 'ReactJS']","['Vòng 1: Entrance Test', 'Vòng 2: Interview with Technical Team', 'Vòng 3: Interview with HR (culture fit)']",https://topdev.vn/viec-lam/reactjs-nodejs-web-application-training-program-jwat-cyberlogitec-vietnam-co-ltd-2034289?src=topdev_search&medium=searchresult
['Software Engineer 2'],['Microsoft Vietnam'],['Thương lượng'],"['93 Nguyen Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],['Software'],['Hơn 1000 Nhân viên'],['USA'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'Python', 'C/C++', 'C', 'Microsoft 365']",[],https://topdev.vn/viec-lam/software-engineer-2-microsoft-vietnam-2034259?src=topdev_search&medium=searchresult
"['Lập Trình Viên WebApp (WordPress, PHP, JavaScript)']",['The Mob Group'],['15.000.000 VND to 25.000.000 VND'],"['07 Phan Đình Phùng, Phường Tân Thành, Quận Tân Phú, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],['EdTech'],['25-99 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['PHP', 'JavaScript', 'WordPress']","['Vòng 1: Phỏng vấn qua điện thoại.', 'Vòng 2: Phỏng vấn trực tiếp với Tech Lead.', 'Vòng 3: Phỏng vấn với BOD']",https://topdev.vn/viec-lam/lap-trinh-vien-webapp-wordpress-php-javascript-the-mob-group-2034291?src=topdev_search&medium=searchresult
['Senior IT Implementation Consultant'],['Laidon Group'],['Thương lượng'],"['Lầu 1, Tòa nhà Cao Minh, 324 Lê Văn Sỹ, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 3 ngày trước'],['B2B Services'],['25-99 Nhân viên'],"['United States, Vietnam']",['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['ERP', 'IT Consultant', 'ERP Consultant']","['Vòng 1: Interview directly with Team Lead.', 'Vòng 2: Interview with CEO (if any).']",https://topdev.vn/viec-lam/senior-it-implementation-consultant-laidon-group-2034358?src=topdev_search&medium=searchresult
